LABNR,C14AGE,C14STD,C13,MATERIAL,SITE,COUNTRY,FEATURE,FEATURE_DESC,PHASE,POTTERY,ASSOCIATION,REL,LAT,LONG,SOURCE
Poz-57846,2270,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249, Saulieu et al. 2015; Garcin et al. 2018
Poz-57847,2270,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249, Saulieu et al. 2015; Garcin et al. 2018
Poz-59436,2955,35,0,Charcoal,Kinsala,COD,,Pit,,,,,-5.7296,15.1428,Clist 2018: 237 Tab. 18.1
Poz-59437,130,30,0,Charcoal,Lemfu,COD,,Pit,,,,,-5.0618,15.0088,Clist 2018: 238 Tab. 18.1
Poz-59445,320,30,0,Charcoal,Kindoki,COD,Tr33/Fosse 1,Pit,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-59446,305,30,0,Charcoal,Kindoki,COD,Tr23/Fosse 5,Pit,,Kindoki,,1,-5.07,15.01,Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3
Poz-59447,90,30,0,Charcoal,Kindoki,COD,Tr5/Fosse 3,Pit,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-59485,2815,30,0,Charcoal,Kinsala,COD,Tr15,Layer,,,,,-5.7296,15.1428,Clist 2018: 237 Tab. 18.1
Poz-59486,680,30,0,Charcoal,Kindoki,COD,Tr28/Fosse 1,Pit,,,,1,-5.07,15.01,"Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3"
Poz-59632,320,30,0,Charcoal,Kindoki,COD,Tr58/Fosse 1,Pit,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-60769,200,30,0,Charcoal,Kindoki,COD,5,Burial,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-60770,9470,50,0,Charcoal,Ngongo Mbata,COD,Tr8,Layer,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-60771,315,30,0,Charcoal,Ngongo Mbata,COD,Tr19/Fosse 3,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-60772,310,30,0,Charcoal,Ngongo Mbata,COD,Tr1/Fosse 1,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-60774,200,30,0,Charcoal,Ngongo Mbata,COD,Tr35/Fosse 1,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-60775,175,30,0,Charcoal,Ngongo Mbata,COD,Tr60,Burial,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-60776,280,30,0,Charcoal,Ngongo Mbata,COD,Tr7,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-62102,580,30,,,Maluba,COD,MLB 85/1-4-3,Burial,,,,,2.806193,18.523706,Seidensticker 2017
Poz-62103,810,80,,,Maluba,COD,MLB 85/1-4-3,Burial,,,,,2.806193,18.523706,Seidensticker 2017
Poz-62625,1750,30,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62626,1800,30,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62627,850,30,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62628,2100,30,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62629,200,35,,,"Site 2 or Area 2, T4",CMR,,,,,,0,4.013,14.18,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62630,300,30,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62631,1600,35,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62632,2250,30,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62634,350,30,,,"Site 2 or Area 2, T5",CMR,,,,,,0,3.8525,14.22,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62635,1800,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62636,2200,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62637,150,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62638,250,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62639,1750,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62640,100,30,,,"Site 2 or Area 2, T6",CMR,,,,,,0,3.467,14.3105,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62641,1800,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62642,2250,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62644,2250,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62645,800,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62646,1850,30,,,"Site 1 or Area 3, T1",CMR,,,,,,0,2.294,10.4255,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62647,1800,30,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62648,1950,30,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62649,1660,30,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62650,1710,30,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62651,1860,30,,,"Site 1 or Area 3, T2",CMR,,,,,,0,2.4415,10.5805,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62653,1870,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62654,1660,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62655,1500,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62656,650,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-62657,1700,30,,,"Site 1 or Area 3, T3",CMR,,,,,,0,2.4615,10.66,Vleminckx et al. 2014; Garcin et al. 2018
Poz-66603,130,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,Saulieu et al. 2015; Garcin et al. 2018
Poz-66604,1770,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,Saulieu et al. 2015; Garcin et al. 2018
Poz-66605,115,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,Saulieu et al. 2015; Garcin et al. 2018
Poz-66606,115,30,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,Saulieu et al. 2015; Garcin et al. 2018
Poz-69043,185,30,0,Charcoal,Ngongo Mbata,COD,Tr78,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-69044,235,30,0,Charcoal,Ngongo Mbata,COD,Tr104/Fosse 1,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-69045,210,30,0,Charcoal,Ngongo Mbata,COD,Tr83,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-69046,180,30,0,Charcoal,Ngongo Mbata,COD,Tr70/Fosse 1,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-69047,105,30,0,Charcoal,Kinkinzi,COD,,Pit,,,,,-5.7296,15.1428,Clist 2018: 237 Tab. 18.1
Poz-69049,680,30,0,Charcoal,Misenga,COD,,Pit,,,,,-4.3661,14.3133,Clist 2018: 238 Tab. 18.1
Poz-69050,535,30,0,Charcoal,Misenga,COD,,Layer,,,,,-4.3661,14.3133,Clist 2018: 238 Tab. 18.1
Poz-69051,4080,35,0,Charcoal,Kinsala,COD,Tr20,Pit,,,,,-5.7296,15.1428,Clist 2018: 237 Tab. 18.1
Poz-69053,1665,30,0,Charcoal,Kitala,COD,Tr3,Pit,,,,1,-5.5508,14.8677,"Clist 2018: 238 Tab. 18.1, 239 Tab. 18.3"
Poz-69263,2230,30,0,Charcoal,Kitala,COD,Tr2,Pit,,,,,-5.5508,14.8677,Clist 2018: 238 Tab. 18.1
Poz-74441,2470,30,0,,Dibamba,CMR,F. 121 (0-60 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74444,340,30,0,,Dibamba,CMR,F. 206 (0-70 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74504,2435,30,0,,Dibamba,CMR,F. 80 (0-60 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74505,1855,30,0,,Dibamba,CMR,F. 103 (0-50 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74506,320,30,0,,Dibamba,CMR,F. 183 (0-80 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74507,165,30,0,,Dibamba,CMR,F. 84B (20-60 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74508,435,30,0,,Dibamba,CMR,F. 69 (0-50 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74509,420,30,0,,Dibamba,CMR,F. 67 (0-30 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-74510,520,30,0,,Dibamba,CMR,F. 38B (30-67 cm),,,,,,3.995833,9.8215,Saulieu et al. 2017
Poz-75419,1710,30,0,Charcoal,Kitala,COD,Tr2/Fosse 1,Pit,,,,1,-5.5508,14.8677,"Clist 2018: 238 Tab. 18.1, 239 Tab. 18.3"
Poz-75420,1680,30,0,Charcoal,Kitala,COD,Tr6/Fosse 1,Pit,,,,1,-5.5508,14.8677,"Clist 2018: 238 Tab. 18.1, 239 Tab. 18.3"
Poz-75421,190,30,0,Charcoal,Kindoki,COD,Tr79/Fosse 1,Pit,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-75422,335,30,0,Charcoal,Kindoki,COD,Tr100/Fosse 1,Pit,,Kindoki,,1,-5.07,15.01,Clist 2018: 237 Tab. 18.1; Clist et al. 2018: 258 Tab. 19.3
Poz-75423,565,30,0,Charcoal,Kindoki,COD,Tr100/Fosse 2,Pit,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-75451,370,30,0,,Yangambi,COD,YAN/15/05,,,Ilambi,,1,0.76755,24.43973,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-75452,1670,30,0,,Yangambi,COD,YAN/15/05,,,Middle Phase (cf. Ilambi Moke),,1,0.76755,24.43973,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-75462,1230,30,0,,Yangambi,COD,YAS/15/02,,,Ilambi,,1,0.76755,24.43973,Livingstone-Smith et al. 2017: 4 Tab. 1
Poz-76918,540,30,0,Charcoal,Kazu 6,COD,1,Pit,,,,,-5.5228,13.7311,Clist 2018: 237 Tab. 18.1
Poz-76919,610,30,0,Charcoal,Kazu 6,COD,3,Pit,,,,,-5.5228,13.7311,Clist 2018: 237 Tab. 18.1
Poz-76920,1750,30,0,Elaeis guineensis,Kindu,COD,,Layer,,,,1,-4.951,13.6132,"Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3"
Poz-76921,1810,30,0,Charcoal,Kindu,COD,,Pit,,,,1,-4.951,13.6132,"Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3"
Poz-80290,385,30,0,Charcoal,Kindoki,COD,Tr78/Fosse 2,Pit,,,,,-5.07,15.01,Clist 2018: 237 Tab. 18.1
Poz-80291,645,30,0,Charcoal,Kazu 4,COD,,Layer,,,,,-5.5173,13.7324,Clist 2018: 237 Tab. 18.1
Poz-80292,725,30,0,Charcoal,Kindu,COD,,Layer,,,,1,-4.951,13.6132,"Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3"
Poz-80293,1700,30,0,Elaeis guineensis,Bu 3,COD,,Layer,,,,1,-5.4489,13.7843,"Clist 2018: 237 Tab. 18.1, 239 Tab. 18.3"
Poz-80294,310,30,0,Charcoal,Ngongo Mbata,COD,Tr19/Fosse 1,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-80296,205,30,0,Charcoal,Ngongo Mbata,COD,Tr61,Pit,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Poz-80297,8910,50,0,Charcoal,Ngongo Mbata,COD,Tr44,Layer,,,,,-5.7813,15.1166,Clist 2018: 238 Tab. 18.1
Pta-212,1810,50,0,,Benfica,AGO,,,,,,,-8.95796,13.190891,van Noten 1982
Pta-238,7840,80,0,,Mungo,AGO,,,,,,,,,van Noten 1982
Pta-239,9670,90,0,,Mungo,AGO,,,,,,,,,van Noten 1982
Pta-240,10410,90,0,,Mungo,AGO,,,,,,,,,van Noten 1982
Pta-9273,1940,35,,,Ndéba (Somié),CMR,,,,,,,6.2826,11.2638,Saulieu et al. 2015; Garcin et al. 2018
SacA-17788,245,30,0,Charcoal,Tovo,DRC,,,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-17789,225,30,0,Bone,Tovo,DRC,,,,,,,-5.7581,14.4705,Clist 2018: 239 Tab. 18.2
SacA-17790,235,30,0,Bone,Tovo,DRC,,,,,,,-5.7581,14.4705,Clist 2018: 239 Tab. 18.2
SacA-18832,350,30,0,Charcoal,Tovo,DRC,,,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-21461,280,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-21462,355,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-21463,325,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-22300,270,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-22301,255,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-22302,250,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-22303,365,30,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,Heimlich et al. 2013: 1387 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-29124,450,30,0,Charcoal,Tovo 2,DRC,,,,,,,-5.7581,14.4705,Clist 2018: 239 Tab. 18.2
SacA-29125,1335,45,0,Charcoal,Tovo,DRC,,Rockart,,,,,-5.7581,14.4705,"Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2, 239 Tab. 18.3"
SacA-29137,540,90,0,Charcoal,Nkamba,DRC,,Rockart,,,,,-5.7489,14.4435,Heimlich 2016: 1276 Tab. 1; Clist 2018: 239 Tab. 18.2
SacA-31426,1880,70,,,Akom,CMR,,,,,,,2.4015,12.4215,Saulieu et al. 2015; Garcin et al. 2018
SacA-31427,1950,30,,,Akom,CMR,,,,,,,2.4015,12.4215,Saulieu et al. 2015; Garcin et al. 2018
SacA-31428,210,30,,,Avebe,CMR,,,,,,,2.4132,12.5444,Saulieu et al. 2015; Garcin et al. 2018
SacA-32566,1930,30,,,Akom,CMR,,,,,,,2.4015,12.4215,Saulieu et al. 2015; Garcin et al. 2018
SacA-32567,2340,30,,,Efoulan 1,CMR,,,,,,,2.3857,12.462,Saulieu et al. 2015; Garcin et al. 2018
SacA-32568,1840,30,,,Efoulan 1,CMR,,,,,,,2.3857,12.462,Saulieu et al. 2015; Garcin et al. 2018
SacA-32569,1990,30,,,Elleng,CMR,,,,,,,2.394,12.4333,Saulieu et al. 2015; Garcin et al. 2018
SacA-32570,1800,30,,,Otto Mbong,CMR,,,,,,,2.4027,12.5052,Saulieu et al. 2015; Garcin et al. 2018
SacA-32572,1870,30,,,GPS051,CMR,,,,,,,2.4956,12.0319,Saulieu et al. 2015; Garcin et al. 2018
SacA-36073,1990,30,,,GPS051,CMR,,,,,,,2.4956,12.0319,Saulieu et al. 2015; Garcin et al. 2018
SacA-36074,2260,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36075,2300,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36076,2240,35,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36077,2270,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36078,2280,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36079,2170,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36080,2260,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36081,2250,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36082,2290,30,,,Nya Zanga,CMR,,,,,,,2.5013,12.0249,Saulieu et al. 2015; Garcin et al. 2018
SacA-36083,1750,30,,,Oloundou,CMR,,,,,,,2.484,12.0853,Saulieu et al. 2015; Garcin et al. 2018
SI-2538,1270,60,0,,Nana-Modé,CAF,,,,,,,6.316667,15.1,David/Vidal 1977
SI-2539,1288,60,0,,Nana-Modé,CAF,,,,,,,6.316667,15.1,David/Vidal 1977
SR-104,930,100,0,,Bolaopi,GNQ,,,,,,,3.6,8.7167,Clist 1998
SR-105,630,100,0,,Bolaopi,GNQ,,,,,,,3.6,8.7167,Clist 1998
SR-18,1270,100,0,,Carboneras,GNQ,,,,,,,3.75,8.75,Clist 1998
TH-1175,2040,130,0,Charcoal,Bafounda,CMR,,,,,,0,5.543333,10.326944,Hori et al. 1986
Tx-5956,2880,90,0,,Tchissanga,COG,West; Unit 1,,,"Ceramic Later Stone Age pottery, Phase 1",,0,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-5957,1720,80,0,,Madingo-Kayes,COG,East,,,Herringbone/Spaced Curvilinear,,,-4.43167,11.69611,Denbow 2012: 387 Tab. 1
Tx-5958,1810,60,0,,Madingo-Kayes,COG,West; Unit 1,,,Herringbone/Spaced Curvilinear,,,-4.43167,11.69611,Denbow 2012: 387 Tab. 1
Tx-6183,2110,60,0,,Tandou-Youmbi,COG,,Pit,,Herringbone,,,-4.41639,11.69056,Denbow 2012: 387 Tab. 1
Tx-6184,2450,70,0,,Tchissanga,COG,West; N55/W3,,,"Ceramic Later Stone Age pottery, Phase 1",,,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-6185,2530,60,0,,Tchissanga,COG,West; N55/W1.5,,,"Ceramic Later Stone Age pottery, Phase 1",,,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-6186,2250,60,0,,Tchissanga,COG,Est; N1.5/E130,,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-6187,2520,60,0,,Tchissanga,COG,Est; N1.5/E140,,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-6188,2300,80,0,,Tchissanga,COG,Base; 1,,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-6189,1740,70,0,,Meningue,COG,1,,,Herringbone,,,-4.274181,11.771606,Denbow 2012: 387 Tab. 1
Tx-6256,2280,70,0,,Tchissanga,COG,Est; N3/E140,,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.538866,11.798009,Denbow 2012: 387 Tab. 1
Tx-6689,1550,80,0,,Kayes,COG,10N/0,,,Herringbone,,,-4.419925,11.700437,Denbow 2012: 387 Tab. 1
Tx-6690,2310,70,0,,Kayes,COG,0/10W,,,,,,-4.419925,11.700437,Denbow 2012: 387 Tab. 1
Tx-6691,1720,70,0,,Kayes,COG,19S/0,,,Herringbone,,,-4.419925,11.700437,Denbow 2012: 387 Tab. 1
Tx-6692,1440,60,0,,Kayes,COG,9N/0,,,Herringbone,,,-4.419925,11.700437,Denbow 2012: 387 Tab. 1
Tx-6751,1420,80,0,,Lac Tchitembo,COG,,,,,,,-4.177808,11.38548,Denbow 2012: 387 Tab. 1
Tx-7014,1820,60,0,,BP 113,COG,1; 5N,,,Herringbone,,,-4.356518,11.589602,Denbow 2012: 387 Tab. 1
Tx-7015,2220,80,0,,Lamba,COG,1A,Pit,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.372503,11.60855,Denbow 2012: 387 Tab. 1
Tx-7016,2060,60,0,,BP 113,COG,70-80E/3-4S,,,Herringbone,,,-4.356518,11.589602,Denbow 2012: 387 Tab. 1
Tx-7017,420,50,0,,Loubanzi,COG,0/10S,,,Woven,,,-4.501975,11.87285,Denbow 2012: 387 Tab. 1
Tx-7018,2250,60,0,,Gray Sands,COG,1,,,Herringbone,,,-4.393342,11.657321,Denbow 2012: 387 Tab. 1
Tx-7019,810,70,0,,Conda,COG,2,,,Woven,,,-4.501965,11.935507,Denbow 2012: 387 Tab. 1
Tx-7020,2790,70,0,,Lamba,COG,1,Pit,LSA,"Ceramic Later Stone Age pottery, Phase 1",,,-4.372503,11.60855,Denbow 2012: 387 Tab. 1
Tx-7021,2950,80,0,,Gray Sands,COG,2,,LSA,,,,-4.393342,11.657321,Denbow 2012: 387 Tab. 1
Tx-7320,2190,70,,,Mvindou,COG,,,,,,,-4.472135,11.95184,Denbow 2012; Garcin et al. 2018
Tx-7359,2270,60,0,,Mvindou,COG,1,Pit,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.472135,11.95184,Denbow 2012: 387 Tab. 1
Tx-7360,2190,70,0,,Mvindou,COG,3,,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.472135,11.95184,Denbow 2012: 387 Tab. 1
Tx-7361,2250,60,0,,Mvindou,COG,2,Pit,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.472135,11.95184,Denbow 2012: 387 Tab. 1
Tx-7362,1730,70,0,,Fignou 4,COG,,,,,,,-4.524123,11.975951,Denbow 2012
Tx-7363,1790,70,0,,Fignou 4,COG,,,,,,,-4.524123,11.975951,Denbow 2012
Tx-7364,1410,100,0,,Fignou 1,COG,,,,,,,-4.524123,11.975951,Denbow 2012: 387 Tab. 1
Tx-7365,2220,60,0,,Mvindou,COG,1,Pit,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.472135,11.95184,Denbow 2012: 387 Tab. 1
Tx-7366,2200,70,0,,Mvindou,COG,2,Pit,,"Ceramic Later Stone Age pottery, Phase 2",,,-4.472135,11.95184,Denbow 2012: 387 Tab. 1
Tx-76689,1550,80,,,Kayes,COG,,,,,,,-4.419925,11.700437,Denbow 2012; Garcin et al. 2018
Tx-7727,1640,70,0,,BP 113,COG,48.49E/21N,,,Carinated Broadly Grooved,,,-4.356518,11.589602,Denbow 2012: 387 Tab. 1
Tx-7728,1940,50,0,,BP 113,COG,49.5E/21N,,,Herringbone,,,-4.356518,11.589602,Denbow 2012: 387 Tab. 1
Tx-7729,1930,50,0,,BP 113,COG,1; 78-79E/14S,Pit,,Herringbone,,,-4.356518,11.589602,Denbow 2012: 387 Tab. 1
Tx-7730,1930,50,0,,BP 113,COG,6; 49.5E/19N,Pit,,Herringbone,,,-4.356518,11.589602,Denbow 2012: 387 Tab. 1
Ua-42371,962,30,0,,Corisco,GNQ,,Burial,,,,,0.916667,9.316667,Gonzalez Ruibal 2012
Ua-42372,951,30,0,,Corisco,GNQ,,Burial,,,,,0.916667,9.316667,Gonzalez Ruibal 2012
Ua-42373,949,30,0,,Corisco,GNQ,,Burial,,,,,0.916667,9.316667,Gonzalez Ruibal 2012
Ua-42374,1808,30,0,,Corisco,GNQ,,Burial,,,,,0.916667,9.316667,Gonzalez Ruibal 2012
UCAL-172,12970,250,0,,Calunda,AGO,,,,,,0,-12.13008,23.46373,van Noten 1982
UCLA-1468A,11840,100,0,,Camissombo,AGO,,,,,,0,-8.156123,20.657119,van Noten 1982
UCLA-1468B,6225,80,0,,Calunda,AGO,,,,,,0,-12.13008,23.46373,van Noten 1982
UCLA-1468D,2830,80,0,,Camissombo,AGO,,,,,,0,-8.156123,20.657119,van Noten 1982
UCLA-167,6830,120,0,,Mufo,AGO,,,,Tshitolian/Upper,,,-7.516667,21.416667,Fergusson/Libby 1963: 17; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
UCLA-168,38000,2500,0,,Mose,COD,,,,Sangoan/Lupembian,,,,,Fergusson/Libby 1963: 17; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
UCLA-169,34000,0,0,,Mufo Mine,AGO,,,,Sangoan/Lupembian,,,-7.516667,21.416667,Fergusson/Libby 1963: 17; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
UCLA-170,1880,80,0,,Furi,AGO,,,,,,,-7.361821,21.197910,Fergusson/Libby 1963: 17; van Noten 1982
UCLA-171,4700,100,0,,Calunda,AGO,,,,Tshitolian/Upper,,0,-12.13008,23.46373,Fergusson/Libby 1963: 17; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
UCLA-172,12970,250,0,,Calunda,AGO,,,,Tshitolian/Lower,,0,-12.13008,23.46373,Fergusson/Libby 1963: 17
UCLA-686,2830,80,0,,Camissombo,AGO,,,,,,0,-8.15,20.6833,Berger et al. 1965: 357; van Noten 1982
UCLA-708A,34000,0,0,,Leba,AGO,,,,,,,,,van Noten 1982
UCLA-708C,29800,1650,0,,Leba,AGO,,,,,,,,,van Noten 1982
UCLA-708D,34000,0,0,,Cangalonge,AGO,,,,,,,-15.270437,13.464792,van Noten 1982
UCLA-709A/B,40000,0,0,,Mufo Mine,AGO,,,,Sangoan/Lupembian,,,-7.516667,21.416667,Berger et al. 1965: 356; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
UCLA-710,2080,80,0,,Cangalonge/Chambuage Mine,AGO,,,,,,,-8.251667,20.75,Berger et al. 1965: 357; van Noten 1982
